months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
23,69,Az3096,NY,250/500,2000,1034.38,1000000,59367,FEMALE,Master,Engineer,Traveling,Single,5117.46,277.27,2024-02-25,Single Vehicle Collision,No Collision,Minor Damage,Other,IL,Thompsonfurt,"964 Rebecca Route, West Laurafort, MT 39534",0,3,NO,0,1,NO,11974.05,8014.9,4950.4,13000.29,Ford,Model C,2004,Y
114,62,Ut4584,TX,500/1000,500,1272.12,1000000,53851,FEMALE,PhD,Lawyer,Sports,Single,3159.29,128.68,2023-04-05,Multi-vehicle Collision,No Collision,Major Damage,Police,TX,Taylorville,"53427 Cynthia Extensions Suite 322, Saunderschester, KS 99615",22,2,,2,0,YES,36696.47,2579.23,1745.85,14834.35,Honda,Model A,2005,N
93,22,XM4274,FL,500/1000,500,947.61,2000000,38464,FEMALE,Associate,Manager,Reading,Single,1449.5,1462.35,2025-01-06,Single Vehicle Collision,Side Collision,Trivial Damage,Fire,NY,Barkermouth,"00214 Paul Islands, Michaelborough, OH 23071",0,3,YES,0,1,YES,1915.95,11881.25,13836.91,1756.51,Ford,Model A,2018,Y
69,69,Up2345,TX,250/500,1000,1321.05,0,29122,MALE,High School,Clerk,Sports,Single,2297.82,2408.81,2022-04-21,Multi-vehicle Collision,Rear Collision,Major Damage,Other,CA,Paulhaven,"965 Lambert Hollow, Lake Adam, IN 92230",18,3,,1,1,,23070.79,7189.05,3550.51,14165.15,Toyota,Model C,2004,Y
65,48,ZO0133,FL,100/300,500,1267.43,0,61675,MALE,Master,Manager,Sports,Married,2817.21,3590.12,2025-02-16,Vehicle Theft,Rear Collision,Trivial Damage,Ambulance,CA,Jonesland,"PSC 7701, Box 4111, APO AA 98633",11,1,,2,0,YES,45852.74,5178.36,4971.09,1487.49,Toyota,Model D,2020,N
33,52,ew1623,TX,100/300,500,1315.64,1000000,32397,FEMALE,Bachelor,Doctor,Gaming,Single,2601.98,207.25,2024-12-19,Parked Car,Front Collision,Total Loss,Police,NY,Ethanland,"650 Nicholas Rapid Suite 505, Wilkinsberg, MN 08936",16,3,,0,0,NO,5704.22,520.22,8087.5,7070.22,Chevrolet,Model C,2007,Y
44,56,bP9810,IL,500/1000,1000,1206.8,1000000,76293,MALE,PhD,Manager,Gaming,Married,2508.92,4320.68,2020-10-19,Vehicle Theft,Front Collision,Major Damage,Police,FL,Kennethtown,"3206 Sanders Highway Apt. 763, Port Cynthiaburgh, ID 22122",13,3,YES,1,1,YES,14493.03,8098.68,12212.11,10888.29,Toyota,Model A,2013,Y
15,56,ft7631,IL,100/300,1000,829.9,1000000,32808,FEMALE,PhD,Doctor,Reading,Married,5597.97,444.3,2023-10-27,Parked Car,Rear Collision,Trivial Damage,Ambulance,IL,Lake Bryanmouth,"41426 Anderson Forges Apt. 646, West Shelbyhaven, ID 95896",3,3,,0,3,YES,31983.62,13605.65,5447.3,9189.63,Honda,Model C,2018,Y
31,65,TU1674,NY,500/1000,2000,1459.6,0,18112,MALE,High School,Manager,Traveling,Divorced,9581.38,4334.63,2024-10-11,Parked Car,Side Collision,Total Loss,Fire,TX,Rebekahton,"743 Freeman Junction Apt. 897, Lake Kevin, PA 60564",13,2,YES,2,1,YES,19753.48,13746.22,9935.21,4798.36,Honda,Model B,2022,Y
99,51,lZ8982,FL,500/1000,500,906.16,2000000,38215,MALE,Associate,Lawyer,Gaming,Married,6668.78,4639.01,2025-04-09,Parked Car,Rear Collision,Major Damage,Fire,CA,Michaelport,"10014 Wilson Trace Suite 785, Nathanshire, SD 04609",2,3,NO,2,2,NO,10622.32,4048.14,4499.96,8720.91,BMW,Model C,2003,N
79,49,yi7986,IL,100/300,500,1191.24,1000000,98027,FEMALE,Master,Doctor,Reading,Married,2299.86,2813.24,2023-06-03,Vehicle Theft,Rear Collision,Total Loss,Fire,FL,Wheelerborough,"00255 Brooke Wall Apt. 563, Kirbyfort, WA 29100",3,3,NO,2,3,NO,21396.54,13973.26,5710.95,3660.44,Chevrolet,Model B,2016,N
3,31,xH2524,TX,500/1000,1000,1441.96,1000000,94793,FEMALE,Bachelor,Lawyer,Traveling,Single,4178.22,2588.77,2021-05-15,Parked Car,Side Collision,Total Loss,Fire,CA,Romanville,"117 Martinez Freeway, West Angela, FL 39034",16,1,NO,2,1,YES,43549.05,14258.61,936.39,1921.61,Chevrolet,Model D,2005,Y
84,30,vB2151,IL,100/300,2000,770.18,0,76410,MALE,High School,Engineer,Traveling,Married,6271.23,1707.22,2025-04-06,Multi-vehicle Collision,Side Collision,Trivial Damage,Police,FL,Larryside,"71359 Michael Square Apt. 054, West Ryan, NJ 28409",23,1,YES,2,3,YES,29497.14,13321.76,4036.72,12507.7,Honda,Model C,2001,N
76,39,Bf4331,IL,250/500,1000,1270.58,0,20713,FEMALE,High School,Lawyer,Cooking,Married,2413.13,179.1,2024-01-31,Single Vehicle Collision,Front Collision,Trivial Damage,Ambulance,NY,Lake Carolberg,"USCGC Guerrero, FPO AP 95180",12,1,YES,0,2,NO,20913.71,13886.77,3741.66,14369.15,Honda,Model D,2021,Y
105,29,Ev8427,CA,500/1000,500,1384.32,2000000,13988,MALE,Master,Clerk,Gaming,Single,1177.98,2790.66,2024-07-08,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Jeffreymouth,"975 Margaret Lane, Lake Sarahberg, ND 41622",0,1,NO,0,0,NO,45118.65,8053.63,4346.08,14975.86,Chevrolet,Model D,2021,Y
91,39,sf8594,FL,250/500,500,1479.24,0,55599,MALE,PhD,Lawyer,Cooking,Divorced,7408.7,3539.05,2023-11-03,Vehicle Theft,No Collision,Total Loss,Ambulance,CA,Lorrainebury,"56854 George Summit, North April, VT 91358",8,3,NO,1,2,,8623.81,5200.92,6342.16,3484.24,Honda,Model B,2007,Y
120,18,oR3632,NY,250/500,2000,606.21,1000000,48909,MALE,Master,Manager,Gaming,Single,2844.25,3260.9,2020-07-22,Parked Car,Side Collision,Minor Damage,Police,CA,New Markburgh,"5613 Mary Street, Port Christine, CO 85433",20,3,,0,2,YES,37849.0,2074.86,2472.83,5487.36,Toyota,Model D,2021,Y
69,49,tm8454,TX,250/500,1000,947.78,1000000,04387,FEMALE,Associate,Manager,Reading,Married,372.2,1303.57,2022-12-13,Multi-vehicle Collision,No Collision,Major Damage,Other,TX,South Debbiemouth,"774 Deborah Hill Suite 518, North Richard, WV 23441",2,2,YES,1,1,NO,18224.67,4309.75,11236.95,2327.31,Chevrolet,Model C,2014,N
50,20,cv3363,NY,100/300,1000,876.19,2000000,60369,MALE,PhD,Engineer,Gaming,Married,1078.69,1132.18,2023-08-05,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Stevenhaven,"70250 Ball Light Suite 606, Andrewstad, FL 56408",17,2,,1,0,YES,16230.46,7889.07,9278.84,6323.39,Honda,Model A,2017,N
50,54,Ax0689,TX,500/1000,2000,844.92,1000000,45870,FEMALE,PhD,Manager,Cooking,Married,3685.62,4570.18,2021-03-03,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,East Paul,"Unit 7414 Box 1240, DPO AP 99140",1,1,,1,1,YES,31006.12,13293.6,867.65,1797.89,Toyota,Model D,2013,Y
76,63,sG3968,TX,250/500,500,688.42,2000000,28072,MALE,Master,Doctor,Gaming,Single,5920.99,1112.37,2022-09-07,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,TX,Brandyfurt,"82087 Paul Forge, New Jasonshire, SD 19518",2,3,,2,2,NO,23322.52,7925.03,3559.58,2100.57,Ford,Model D,2004,Y
6,63,LK1918,FL,250/500,1000,1043.72,2000000,29387,MALE,Master,Engineer,Sports,Married,4663.52,2889.39,2024-07-12,Parked Car,Side Collision,Total Loss,Fire,TX,New Amandaberg,"18175 Fisher Branch Apt. 808, Marquezmouth, DC 17034",17,2,YES,1,2,,37107.03,8772.85,2238.89,4418.67,BMW,Model B,2013,Y
37,33,vi2491,IL,500/1000,500,1400.91,0,90432,MALE,PhD,Clerk,Traveling,Divorced,7567.86,3653.08,2023-12-22,Vehicle Theft,Front Collision,Minor Damage,Ambulance,TX,East William,"PSC 6651, Box 7731, APO AE 11438",23,1,NO,2,0,,43467.31,6034.69,3285.52,11827.37,BMW,Model D,2018,Y
13,38,pu4931,TX,250/500,2000,1091.22,1000000,18539,MALE,PhD,Lawyer,Sports,Married,3323.19,1736.04,2024-05-23,Parked Car,Side Collision,Trivial Damage,Ambulance,CA,Rhodeschester,"9376 Brown Wall Apt. 566, Danielborough, DE 60238",15,1,NO,1,3,,25615.79,1392.28,8515.26,14234.08,Honda,Model B,2010,Y
46,24,IS7154,IL,250/500,1000,877.18,0,25967,MALE,Master,Lawyer,Traveling,Married,6344.66,3382.76,2021-11-30,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Jacksonland,"1350 James Locks, Lake Thomasshire, SC 66693",7,3,YES,1,1,NO,27652.74,4837.63,2741.62,1987.96,Toyota,Model C,2011,N
97,54,BS5744,IL,250/500,2000,1164.1,2000000,41828,FEMALE,Master,Engineer,Cooking,Married,1875.67,1531.86,2024-03-23,Multi-vehicle Collision,Rear Collision,Trivial Damage,Other,FL,Jeanneside,"98212 Whitehead Pass Suite 740, Brianland, CA 27763",6,2,,0,3,NO,43433.24,5919.95,5186.97,7019.56,Ford,Model A,2008,N
44,58,TQ6508,TX,250/500,1000,1499.7,0,54999,MALE,High School,Clerk,Gaming,Single,6980.58,3430.51,2023-02-11,Single Vehicle Collision,Rear Collision,Minor Damage,Police,CA,Heathershire,"PSC 3874, Box 4771, APO AE 40861",17,2,NO,0,0,YES,47410.4,11240.67,11846.27,8605.93,Chevrolet,Model A,2018,N
71,67,SX2538,FL,250/500,2000,1432.58,1000000,84403,FEMALE,PhD,Clerk,Traveling,Single,8228.38,4690.68,2021-03-18,Vehicle Theft,Front Collision,Minor Damage,Fire,CA,West Michelle,"7299 Fisher Light Suite 620, Meyerston, IA 80046",17,1,,0,3,YES,39636.01,9292.28,1146.55,12748.6,BMW,Model A,2011,N
26,56,Dq3677,CA,500/1000,1000,1466.75,2000000,41315,FEMALE,Master,Doctor,Sports,Married,2481.38,1582.8,2022-06-16,Multi-vehicle Collision,No Collision,Major Damage,Ambulance,IL,North Michelleside,"18200 Emily Harbor Apt. 935, South Jill, NM 26466",0,1,NO,0,2,,14784.72,6491.54,13047.29,1011.47,Ford,Model B,2001,Y
2,25,Bz0310,IL,250/500,1000,1190.76,1000000,52217,MALE,High School,Manager,Gaming,Divorced,3548.49,3448.19,2021-08-16,Parked Car,Front Collision,Minor Damage,Ambulance,NY,Rachelstad,"8879 Fox Passage Suite 587, Stevenshire, CO 13471",20,3,YES,2,3,,46326.44,14066.65,1829.44,2808.66,Honda,Model B,2009,N
30,44,sA9179,FL,500/1000,2000,602.79,1000000,09287,MALE,High School,Engineer,Sports,Single,533.58,4436.39,2022-12-17,Vehicle Theft,Front Collision,Minor Damage,Fire,TX,South Briannaburgh,"08327 Long Walks Suite 899, Dustintown, HI 50998",21,3,NO,1,2,NO,14029.71,5892.27,7629.02,11296.73,Toyota,Model D,2015,Y
1,41,iq0305,CA,500/1000,500,1492.31,1000000,12793,FEMALE,Master,Doctor,Gaming,Married,1979.1,1286.72,2023-04-16,Parked Car,Rear Collision,Minor Damage,Police,NY,West Kariton,"1335 Mary Haven Suite 760, Lake Veronica, OK 55234",0,1,NO,0,0,YES,40376.3,7014.03,5944.76,907.12,Honda,Model B,2011,N
98,48,kW0849,IL,500/1000,1000,868.5,0,94676,MALE,PhD,Lawyer,Sports,Married,1746.48,2420.32,2021-01-27,Multi-vehicle Collision,No Collision,Total Loss,Fire,NY,Brownmouth,"761 Heather Port Suite 676, North Stephanie, ID 44445",22,3,NO,0,2,NO,28294.23,8668.18,14357.83,1750.57,Honda,Model D,2003,N
9,58,Uo5614,FL,100/300,1000,1283.51,2000000,16294,MALE,Associate,Manager,Gaming,Divorced,5311.1,4058.71,2023-01-10,Vehicle Theft,Front Collision,Minor Damage,Ambulance,TX,Joycehaven,"995 Tina Circles Apt. 008, Barbaraton, AR 04372",20,2,YES,2,3,YES,43800.77,3559.61,13434.15,9249.75,Chevrolet,Model D,2001,Y
110,50,nz4170,CA,100/300,1000,1357.04,2000000,94399,FEMALE,Associate,Manager,Reading,Married,6150.3,3134.94,2021-12-18,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,FL,Isaacbury,"13424 Kelly Road, Martinezhaven, NJ 52081",6,3,NO,1,2,NO,13617.22,6786.21,5404.66,2257.87,Toyota,Model A,2000,Y
100,41,QU1779,CA,250/500,2000,666.62,2000000,95814,MALE,Bachelor,Clerk,Traveling,Divorced,5325.43,819.74,2021-11-08,Vehicle Theft,No Collision,Trivial Damage,Police,IL,Jessicaburgh,"2748 Christopher Junctions, South Katietown, NM 90135",21,3,YES,0,1,YES,46998.43,1966.25,4072.79,8992.11,Ford,Model B,2010,N
74,61,jr6313,TX,500/1000,1000,617.34,0,90603,FEMALE,Master,Clerk,Reading,Single,8185.87,4100.25,2025-04-19,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Lake Michelleview,"651 Myers Orchard, West Michaelton, MD 90956",15,1,YES,2,0,NO,4858.23,3117.22,3731.12,5692.39,BMW,Model C,2021,N
107,66,Xn6862,TX,100/300,500,1498.93,1000000,58395,MALE,Associate,Engineer,Reading,Married,3386.94,4920.92,2024-12-28,Vehicle Theft,No Collision,Total Loss,Other,IL,Heathermouth,"21999 Melissa Shoal Apt. 767, Lake Michellefort, AL 00690",2,2,,2,0,NO,20158.51,14601.15,13446.42,5620.76,Toyota,Model D,2004,N
33,27,Xk2796,NY,250/500,1000,647.69,0,97043,FEMALE,High School,Lawyer,Cooking,Single,8799.41,867.76,2021-07-21,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Kevinburgh,"00398 Mason Throughway Apt. 646, Marthaport, PA 11993",18,2,,1,0,NO,14820.4,4713.62,12492.38,8434.94,Toyota,Model C,2008,Y
4,51,PG6849,TX,100/300,500,1065.96,0,64276,FEMALE,Associate,Engineer,Cooking,Divorced,3978.76,535.06,2025-01-26,Single Vehicle Collision,No Collision,Trivial Damage,Ambulance,IL,Carrieborough,"92268 Mason Burg, South Michael, WY 64872",22,1,YES,0,0,,44341.7,819.54,12772.79,13886.69,Honda,Model A,2010,N
117,34,TS5457,IL,100/300,500,980.04,1000000,51163,MALE,Master,Lawyer,Cooking,Married,491.24,2876.45,2024-12-28,Vehicle Theft,No Collision,Trivial Damage,Ambulance,NY,Jasonshire,"3081 David Extensions Suite 750, Charlesburgh, MO 40597",23,2,,0,0,YES,48301.11,14907.25,12527.79,2616.33,Chevrolet,Model C,2014,N
104,21,ux5094,NY,500/1000,1000,1440.22,0,97377,FEMALE,High School,Manager,Sports,Divorced,5575.6,447.21,2022-07-03,Single Vehicle Collision,Rear Collision,Trivial Damage,Other,IL,Hallport,"662 Lindsey Glen, Gonzalestown, OH 20452",15,1,NO,2,0,,38958.97,2192.62,4159.57,13483.14,Honda,Model D,2011,N
85,24,dj0710,FL,100/300,1000,861.38,0,33933,MALE,High School,Doctor,Traveling,Single,6863.61,2800.91,2024-09-29,Vehicle Theft,Front Collision,Trivial Damage,Police,CA,Aliciahaven,"1793 Salazar Rapids Apt. 393, New James, NC 58973",20,3,,1,3,YES,3226.39,6625.26,14694.55,5540.81,Ford,Model B,2023,N
114,58,UY8838,NY,250/500,500,1067.25,1000000,52740,MALE,High School,Doctor,Sports,Single,9022.03,3652.38,2024-02-16,Vehicle Theft,Rear Collision,Total Loss,Police,IL,West William,"USNS Grant, FPO AP 57344",12,3,YES,2,3,YES,45312.1,14438.8,2684.01,11819.66,Chevrolet,Model C,2006,N
55,28,Vj1652,NY,250/500,2000,1108.86,1000000,33200,MALE,Associate,Manager,Gaming,Married,8019.33,3986.7,2025-01-20,Single Vehicle Collision,No Collision,Trivial Damage,Other,TX,Benjaminbury,"52199 Nicholas Path Suite 960, East Sarah, PA 81346",8,3,,0,2,,25390.54,14467.08,3987.33,5192.92,Ford,Model D,2008,N
101,70,jU0867,NY,100/300,2000,1064.86,0,20720,FEMALE,PhD,Doctor,Sports,Married,5163.14,4276.56,2023-06-17,Single Vehicle Collision,Front Collision,Trivial Damage,Other,CA,Bateschester,"76777 Nixon Skyway, Lake Carolyn, ND 09362",18,2,YES,1,0,,46911.11,6720.98,14236.79,14436.46,Honda,Model A,2001,N
97,46,BG5974,CA,250/500,500,1223.53,2000000,75757,MALE,Associate,Clerk,Cooking,Divorced,9189.72,3983.08,2020-11-10,Single Vehicle Collision,No Collision,Trivial Damage,Police,NY,East Antonio,"0624 Paul Centers Apt. 324, Jimenezfurt, CT 69726",10,3,YES,2,2,,9471.56,4378.55,4106.38,1144.23,Ford,Model B,2004,Y
3,31,IA4919,FL,500/1000,2000,1368.06,0,99367,MALE,PhD,Doctor,Traveling,Divorced,7335.61,735.04,2025-01-13,Single Vehicle Collision,Side Collision,Minor Damage,Police,IL,Millerberg,"3572 Mcdonald Vista, New Andrea, WV 19824",1,1,NO,0,0,NO,6127.26,12432.63,11845.05,9811.65,Toyota,Model C,2023,N
45,19,Di8500,IL,250/500,1000,1173.25,2000000,72951,FEMALE,PhD,Lawyer,Sports,Single,5949.13,2466.14,2023-11-06,Parked Car,No Collision,Trivial Damage,Ambulance,IL,Meganhaven,"009 Hamilton Spur Apt. 450, Calvinview, AK 41193",4,1,YES,0,3,NO,9089.05,5353.08,4890.15,4540.57,Honda,Model A,2022,N
38,26,Fx7359,FL,500/1000,2000,1090.36,1000000,36312,MALE,Master,Manager,Reading,Single,2698.9,127.48,2024-10-02,Single Vehicle Collision,No Collision,Minor Damage,Police,CA,Port Justin,"4996 Jennifer Oval, Griffithshire, SC 58779",20,2,,0,0,YES,34842.32,1265.3,6259.75,11232.17,Toyota,Model D,2019,Y
53,64,SB2222,CA,250/500,1000,1104.9,1000000,40802,MALE,High School,Doctor,Reading,Married,1949.19,3918.65,2024-05-10,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,TX,Crossland,"30027 Derek Trail Suite 076, Gallagherchester, OK 32382",6,1,,1,2,YES,33556.11,12061.95,12948.51,10678.58,BMW,Model B,2018,N
96,25,wp0514,FL,250/500,1000,1312.2,1000000,73126,MALE,Master,Doctor,Reading,Divorced,8614.51,2847.01,2025-01-17,Single Vehicle Collision,No Collision,Minor Damage,Ambulance,TX,Bankstown,"120 Peterson Avenue Apt. 069, West Michaelstad, IN 77233",12,1,YES,0,3,NO,46623.82,11106.67,7395.18,8863.09,Toyota,Model D,2021,N
26,36,wB2445,CA,100/300,500,828.82,0,44897,MALE,Bachelor,Engineer,Cooking,Divorced,5583.0,388.08,2021-10-22,Multi-vehicle Collision,No Collision,Trivial Damage,Ambulance,IL,East Hunter,"1399 Rios Mission Suite 993, North John, MD 57379",4,3,YES,1,0,YES,26363.15,3714.45,8673.93,3007.71,Toyota,Model B,2023,N
19,37,aw5907,FL,250/500,1000,1200.7,1000000,97233,MALE,Associate,Doctor,Traveling,Divorced,4450.96,4070.23,2025-06-09,Single Vehicle Collision,No Collision,Total Loss,Police,NY,Harperland,"61128 Carter Squares Apt. 173, Lake Nicholasbury, NC 19541",8,3,,2,2,YES,13916.66,4358.34,9738.94,11907.16,BMW,Model D,2009,N
118,43,CZ4528,CA,100/300,1000,671.55,2000000,68585,MALE,High School,Doctor,Reading,Married,2073.49,1769.34,2021-01-23,Vehicle Theft,Front Collision,Trivial Damage,Ambulance,IL,Taylorshire,"USNS Smith, FPO AP 25023",14,2,NO,1,2,NO,14735.55,10068.84,7692.49,6253.03,Honda,Model C,2018,Y
29,37,eG4052,IL,250/500,1000,1425.2,2000000,47578,FEMALE,High School,Doctor,Gaming,Married,7787.55,807.03,2025-03-04,Vehicle Theft,Front Collision,Total Loss,Fire,CA,West Patrickton,"191 Denise Center, Jacquelineside, WA 69745",21,2,,1,1,YES,16002.05,1878.73,736.67,8796.82,Ford,Model C,2019,Y
108,21,Je6549,TX,100/300,500,1287.95,2000000,72319,MALE,Master,Lawyer,Reading,Married,4003.23,286.56,2025-04-19,Single Vehicle Collision,Side Collision,Trivial Damage,Other,TX,Josephtown,"654 Jones Trail, South Darlene, TX 49359",6,3,NO,2,0,YES,16719.55,14862.21,3641.16,4205.27,Toyota,Model A,2015,N
5,55,Ec8748,TX,250/500,2000,1439.94,0,44574,FEMALE,Bachelor,Lawyer,Reading,Single,9107.55,4885.58,2022-08-18,Single Vehicle Collision,Side Collision,Total Loss,Fire,CA,Jamesbury,"6094 Sims Well, West Alexville, WI 88684",22,1,,2,2,,16744.49,14174.18,14863.06,1944.63,Toyota,Model C,2010,N
74,57,Ox5066,TX,100/300,500,1421.71,0,49803,FEMALE,High School,Manager,Cooking,Married,3226.53,4008.19,2022-05-10,Vehicle Theft,Rear Collision,Minor Damage,Police,NY,Huffstad,"085 Horton Meadow Suite 789, Port Linda, UT 33092",20,2,YES,0,1,,3167.26,4108.63,10561.11,3415.85,Ford,Model D,2002,N
35,70,ro1947,IL,250/500,1000,1121.59,0,61012,FEMALE,Bachelor,Engineer,Traveling,Divorced,1206.56,315.99,2025-06-09,Parked Car,No Collision,Trivial Damage,Fire,FL,New Megan,"2196 Brittany Burg, South Roberto, KY 65655",3,1,NO,0,3,YES,9477.34,5935.9,8403.38,11578.06,BMW,Model C,2001,Y
47,38,kf4243,IL,100/300,1000,1434.24,0,13701,MALE,Associate,Engineer,Gaming,Single,2029.06,4309.36,2021-01-29,Single Vehicle Collision,Side Collision,Total Loss,Fire,TX,Port Cynthiaton,"237 Lee Roads Apt. 330, North Wendy, GA 33254",22,3,NO,1,3,YES,41579.94,2113.25,3419.26,10569.81,Honda,Model B,2002,N
30,55,yn8034,TX,500/1000,500,1286.76,0,26202,MALE,Bachelor,Manager,Reading,Divorced,1311.21,1716.05,2024-08-24,Parked Car,Front Collision,Total Loss,Other,TX,New Scott,"5686 Hodges Bypass Suite 800, Lake Michaelside, TN 46333",7,3,YES,1,0,YES,24497.11,7977.94,13860.63,12829.63,Ford,Model C,2007,Y
89,33,xd8157,FL,100/300,1000,656.71,1000000,12629,FEMALE,High School,Clerk,Reading,Divorced,32.14,3315.96,2022-04-21,Vehicle Theft,Front Collision,Major Damage,Ambulance,TX,Josephside,"Unit 5781 Box 8077, DPO AP 93879",8,3,,0,3,,37556.01,13677.54,12948.75,5947.77,Ford,Model B,2021,N
99,51,HZ9148,FL,100/300,500,1430.26,0,15503,FEMALE,Associate,Engineer,Sports,Single,4812.37,636.54,2022-10-20,Parked Car,Front Collision,Trivial Damage,Fire,FL,Elizabethville,"USNV Patterson, FPO AE 78701",13,2,NO,0,0,YES,38062.58,11235.79,11354.94,10502.81,Honda,Model B,2006,N
43,37,ca4171,FL,250/500,500,1201.75,0,53804,MALE,Bachelor,Doctor,Traveling,Divorced,8249.46,3712.42,2023-05-17,Multi-vehicle Collision,Front Collision,Major Damage,Other,CA,Robertberg,"PSC 6688, Box 5455, APO AE 83573",16,3,YES,2,0,NO,44330.99,5835.29,9561.36,12214.19,Toyota,Model C,2001,Y
72,60,Bx3776,FL,500/1000,1000,1014.27,0,79732,FEMALE,Bachelor,Clerk,Reading,Single,2397.45,2497.82,2023-11-13,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,CA,Christineton,"4238 Mary Falls, South Roy, NY 41097",7,2,YES,1,2,YES,38127.89,4092.81,12091.66,10162.97,Chevrolet,Model D,2000,N
90,27,yk8614,FL,250/500,2000,1233.12,0,72415,MALE,PhD,Doctor,Sports,Married,4702.57,3491.54,2021-05-22,Vehicle Theft,Front Collision,Total Loss,Ambulance,TX,South Jeffery,"533 Dominique Corner, North Erica, MI 56989",13,3,,2,0,YES,33524.38,9910.99,12663.76,8366.08,Chevrolet,Model D,2011,Y
61,56,FG1702,IL,500/1000,2000,702.57,2000000,38450,MALE,PhD,Manager,Traveling,Married,9710.5,1423.08,2021-06-10,Multi-vehicle Collision,No Collision,Trivial Damage,Police,IL,Lopezport,"2239 Timothy Light, New Hollychester, GA 22804",23,3,NO,2,0,,6960.73,11360.91,4317.76,12514.01,Ford,Model D,2009,N
87,46,rQ8858,FL,250/500,2000,686.82,2000000,26325,FEMALE,Bachelor,Engineer,Reading,Married,4471.82,3484.63,2023-06-02,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,East Cynthiamouth,"0874 Hill Way Suite 397, New Courtney, WA 64346",15,3,YES,1,1,,33466.51,4247.2,4304.4,11133.21,Honda,Model A,2020,Y
34,41,LK6577,TX,100/300,500,1478.72,2000000,07784,FEMALE,High School,Doctor,Reading,Divorced,8271.21,4956.75,2023-06-05,Parked Car,Front Collision,Trivial Damage,Ambulance,FL,Martinezbury,"51180 Green Island Apt. 924, West Sandrahaven, IA 41300",23,3,YES,1,2,YES,42762.45,3656.56,11762.46,842.18,Honda,Model A,2022,Y
25,47,Xf4016,NY,100/300,2000,746.78,0,88429,FEMALE,PhD,Doctor,Reading,Divorced,9564.57,36.94,2025-02-15,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,IL,Williamsfurt,"4533 Norris Keys, North Cole, MS 80851",20,3,NO,2,2,YES,31499.89,12932.71,13553.48,14401.09,Ford,Model C,2011,Y
34,20,Rt4616,TX,500/1000,2000,1109.76,0,10540,MALE,Bachelor,Clerk,Reading,Divorced,9877.43,3122.85,2021-04-15,Parked Car,Front Collision,Major Damage,Fire,IL,Nicolebury,"409 James Cliffs Suite 810, South Danielstad, SD 13887",4,3,NO,1,0,YES,18883.83,8986.65,8494.77,5649.45,BMW,Model C,2009,Y
21,20,wg5149,TX,500/1000,2000,1479.54,2000000,37171,FEMALE,Associate,Clerk,Reading,Single,6004.04,3284.24,2023-01-07,Vehicle Theft,No Collision,Major Damage,Fire,TX,Markborough,"8072 Simmons Club, New Jonathanhaven, CA 50651",21,3,YES,1,0,,21994.36,3624.85,3488.45,551.13,Toyota,Model D,2002,N
46,48,Tk4827,FL,250/500,500,1135.87,1000000,26109,MALE,Master,Manager,Gaming,Single,8756.04,3453.63,2025-01-27,Vehicle Theft,Front Collision,Trivial Damage,Fire,FL,Port Brooketon,"6445 Joel Shore, South Emilyview, VT 95360",9,2,YES,0,0,YES,21277.11,4028.45,12949.83,6698.22,Toyota,Model B,2012,N
106,25,fG9908,FL,500/1000,2000,832.06,0,63337,FEMALE,Associate,Engineer,Sports,Divorced,5516.77,1660.0,2021-07-13,Parked Car,Side Collision,Major Damage,Other,FL,East Brian,"27223 Walker Meadow Suite 043, Lake Paul, MA 77196",23,1,NO,0,3,NO,44445.11,1340.28,4065.63,4764.67,Toyota,Model C,2017,Y
103,51,nu4735,FL,250/500,500,935.72,1000000,18961,MALE,PhD,Clerk,Traveling,Divorced,7492.54,2828.77,2020-11-18,Parked Car,Front Collision,Minor Damage,Police,IL,South Katherine,"9305 Susan Port Suite 345, East Ericastad, RI 77493",15,1,NO,1,2,YES,40290.52,10536.26,10070.13,1540.96,Ford,Model C,2007,N
54,24,Oy4260,NY,500/1000,1000,1163.35,0,08618,FEMALE,High School,Doctor,Cooking,Divorced,8077.45,3636.17,2024-03-02,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,New Annamouth,"51431 Carter Turnpike Apt. 991, South Michael, VT 06973",7,1,,2,1,,18186.73,2113.09,11642.02,9745.68,BMW,Model A,2011,Y
