customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,MonthlyCharges,TotalCharges,Churn
CUST03921,Male,1,No,No,26,Yes,No,Fiber optic,115.72,3006.61,No
CUST03922,Male,0,Yes,Yes,1,Yes,No,No,47.04,44.66,No
CUST03923,Female,0,No,Yes,15,Yes,No,DSL,47.78,709.82,No
CUST03924,Male,0,No,No,13,Yes,No,Fiber optic,84.55,1104.22,No
CUST03925,Female,0,No,No,16,No,No,DSL,97.05,1554.79,Yes
CUST03926,Female,0,Yes,No,59,Yes,No,DSL,118.42,6978.5,No
CUST03927,Male,1,Yes,Yes,69,Yes,Yes,Fiber optic,116.92,8065.04,No
CUST03928,Male,0,No,No,16,Yes,Yes,DSL,111.38,1790.15,No
CUST03929,Male,0,Yes,No,44,Yes,No,Fiber optic,63.53,2794.37,No
CUST03930,Female,0,Yes,No,37,Yes,No,Fiber optic,36.67,1353.29,No
CUST03931,Female,0,Yes,Yes,63,Yes,No,DSL,78.45,4945.23,No
CUST03932,Male,1,No,No,5,Yes,No,Fiber optic,21.73,102.71,No
CUST03933,Male,1,No,No,59,Yes,No,DSL,39.62,2338.06,Yes
CUST03934,Female,0,Yes,Yes,48,Yes,No,No,20.25,975.39,No
CUST03935,Male,0,No,No,20,Yes,No,DSL,38.05,768.1,No
CUST03936,Female,0,No,No,22,Yes,No,DSL,67.48,1488.41,No
CUST03937,Female,0,Yes,No,56,Yes,No,Fiber optic,59.33,3320.17,Yes
CUST03938,Male,0,No,No,63,Yes,Yes,No,56.93,3591.95,No
CUST03939,Male,0,No,No,28,Yes,No,No,103.1,2894.77,No
CUST03940,Male,0,No,No,26,Yes,Yes,DSL,87.5,2274.56,No
CUST03941,Male,0,Yes,No,5,Yes,No,DSL,113.64,558.29,No
CUST03942,Female,0,No,Yes,20,Yes,No,Fiber optic,64.53,1298.22,No
CUST03943,Female,0,Yes,Yes,70,Yes,No,No,47.22,3298.71,No
CUST03944,Female,0,Yes,No,40,No,No,DSL,32.27,1283.33,No
CUST03945,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,87.2,344.95,No
CUST03946,Female,0,No,No,14,Yes,No,DSL,104.17,1455.98,No
CUST03947,Male,1,No,No,20,Yes,No,DSL,38.37,773.39,No
CUST03948,Male,0,Yes,No,57,No,No,Fiber optic,107.88,6146.94,Yes
CUST03949,Male,0,Yes,No,3,Yes,No,DSL,72.63,208.87,No
CUST03950,Male,0,No,No,68,Yes,No,DSL,34.41,2342.6,No
CUST03951,Male,0,Yes,No,6,No,No,DSL,84.29,509.16,No
CUST03952,Male,1,No,Yes,34,Yes,No,Fiber optic,72.01,2454.62,No
CUST03953,Female,0,Yes,Yes,35,Yes,No,DSL,22.82,796.68,No
CUST03954,Male,0,Yes,No,14,Yes,No,Fiber optic,59.92,830.6,No
CUST03955,Female,1,No,Yes,1,Yes,No,No,98.48,99.54,Yes
CUST03956,Female,0,Yes,No,56,Yes,No,DSL,75.54,4222.66,No
CUST03957,Male,0,Yes,No,4,Yes,No,Fiber optic,48.2,183.14,No
CUST03958,Male,0,Yes,No,70,Yes,No,No,112.86,7905.77,No
CUST03959,Male,0,No,Yes,31,No,No,DSL,43.78,1355.25,No
CUST03960,Female,0,No,No,71,Yes,No,DSL,45.27,3214.67,Yes
CUST03961,Male,0,Yes,Yes,40,Yes,No,DSL,55.46,2221.66,No
CUST03962,Female,0,Yes,No,41,Yes,No,Fiber optic,109.45,4485.47,No
CUST03963,Male,1,No,Yes,64,Yes,Yes,Fiber optic,70.76,4519.66,Yes
CUST03964,Male,0,Yes,No,39,Yes,No,DSL,88.22,3435.63,No
CUST03965,Female,0,No,Yes,37,Yes,No,No,117.63,4346.2,No
CUST03966,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,98.33,4041.08,No
CUST03967,Male,0,Yes,No,36,Yes,No,DSL,37.26,1346.15,No
CUST03968,Female,0,No,Yes,55,Yes,No,Fiber optic,98.84,5435.23,No
CUST03969,Female,1,Yes,No,70,Yes,No,DSL,94.83,6629.37,No
CUST03970,Female,0,No,Yes,54,Yes,No,Fiber optic,43.26,2328.36,Yes
CUST03971,Female,0,Yes,No,53,Yes,No,DSL,52.53,2790.35,No
CUST03972,Female,0,Yes,No,21,No,No,Fiber optic,91.01,1920.12,Yes
CUST03973,Male,0,No,Yes,26,Yes,No,DSL,43.84,1130.47,Yes
CUST03974,Male,1,Yes,No,46,Yes,No,Fiber optic,40.82,1885.93,No
CUST03975,Female,0,No,No,37,Yes,No,DSL,90.35,3340.56,Yes
CUST03976,Male,1,Yes,Yes,38,Yes,Yes,Fiber optic,108.06,4100.55,Yes
CUST03977,Male,0,No,Yes,14,No,No,DSL,27.5,377.04,No
CUST03978,Female,0,No,No,65,Yes,No,DSL,64.59,4203.78,Yes
CUST03979,Male,0,Yes,No,60,Yes,Yes,DSL,80.72,4842.58,Yes
CUST03980,Female,0,No,No,59,Yes,No,DSL,87.63,5176.82,No
CUST03981,Female,0,No,No,7,Yes,No,Fiber optic,119.62,831.86,No
CUST03982,Male,0,Yes,No,43,Yes,No,No,88.27,3799.18,No
CUST03983,Female,0,No,Yes,42,Yes,No,Fiber optic,82.02,3437.2,Yes
CUST03984,Female,0,No,No,5,Yes,No,No,118.97,586.65,No
CUST03985,Female,0,Yes,No,26,Yes,No,DSL,26.07,670.49,No
CUST03986,Female,0,Yes,No,44,Yes,Yes,DSL,27.44,1213.54,No
CUST03987,Female,1,Yes,No,22,Yes,No,Fiber optic,76.07,1676.65,No
CUST03988,Male,0,Yes,No,12,Yes,No,No,55.87,663.76,No
CUST03989,Male,0,No,No,67,Yes,No,Fiber optic,29.67,1985.59,No
CUST03990,Female,0,Yes,No,63,Yes,No,DSL,50.64,3195.59,No
CUST03991,Female,0,No,Yes,24,Yes,No,DSL,87.44,2094.27,Yes
CUST03992,Male,0,Yes,Yes,51,Yes,No,DSL,108.06,5519.49,No
CUST03993,Female,0,Yes,No,47,Yes,Yes,DSL,29.43,1391.5,Yes
CUST03994,Male,0,No,No,60,Yes,Yes,Fiber optic,74.01,4441.66,No
CUST03995,Female,1,No,Yes,16,No,No,DSL,49.61,796.4,No
CUST03996,Female,0,No,No,39,Yes,No,No,86.73,3385.53,No
CUST03997,Female,0,Yes,No,68,Yes,No,No,74.95,5091.77,No
CUST03998,Female,0,Yes,Yes,25,Yes,Yes,No,112.67,2814.06,No
CUST03999,Female,0,Yes,Yes,55,No,No,No,23.77,1300.07,No
CUST04000,Female,0,No,No,39,Yes,No,DSL,67.0,2621.5,Yes
CUST04001,Female,0,Yes,No,67,Yes,No,No,39.28,2636.24,No
CUST04002,Male,0,No,No,7,Yes,No,DSL,73.68,506.69,No
CUST04003,Male,0,No,No,44,Yes,Yes,No,105.36,4636.83,Yes
CUST04004,Male,0,Yes,No,16,Yes,No,DSL,111.13,1774.94,No
CUST04005,Female,0,No,Yes,40,No,No,Fiber optic,59.82,2399.11,No
CUST04006,Female,0,No,No,8,Yes,No,DSL,101.18,806.32,No
CUST04007,Female,0,No,No,69,No,No,DSL,48.05,3318.33,No
CUST04008,Female,1,Yes,No,23,Yes,No,No,20.63,467.8,No
CUST04009,Female,1,Yes,Yes,10,Yes,No,No,105.52,1056.38,No
CUST04010,Female,0,Yes,Yes,34,Yes,No,Fiber optic,31.94,1081.84,No
CUST04011,Female,0,Yes,No,28,Yes,No,Fiber optic,21.76,602.58,No
CUST04012,Male,0,No,No,7,Yes,No,Fiber optic,55.38,390.05,No
CUST04013,Female,0,No,No,16,No,No,DSL,57.94,929.81,No
CUST04014,Male,0,Yes,No,70,No,No,Fiber optic,27.72,1950.07,Yes
CUST04015,Male,0,No,No,11,Yes,Yes,Fiber optic,101.42,1119.0,No
CUST04016,Female,0,No,No,49,Yes,Yes,Fiber optic,60.56,2967.75,No
CUST04017,Female,0,Yes,No,23,Yes,No,No,68.99,1595.02,No
CUST04018,Male,0,Yes,No,36,No,No,Fiber optic,46.46,1679.13,No
CUST04019,Male,1,No,No,10,Yes,No,Fiber optic,71.15,712.47,Yes
CUST04020,Female,0,No,Yes,58,Yes,Yes,No,96.67,5607.09,No
CUST04021,Female,0,No,Yes,54,Yes,No,No,110.62,5982.32,No
CUST04022,Male,0,Yes,No,26,Yes,No,No,117.05,3045.64,Yes
CUST04023,Female,0,Yes,No,66,Yes,No,Fiber optic,62.67,4140.5,No
CUST04024,Female,0,Yes,No,59,Yes,No,DSL,119.0,7012.73,No
CUST04025,Female,0,No,No,1,Yes,No,DSL,49.5,53.87,No
CUST04026,Male,1,No,No,67,No,No,DSL,20.7,1382.19,No
CUST04027,Male,0,Yes,No,17,Yes,No,Fiber optic,96.76,1637.23,No
CUST04028,Male,0,No,No,19,Yes,No,DSL,37.84,725.95,No
CUST04029,Female,0,No,Yes,62,Yes,No,Fiber optic,25.25,1569.32,No
CUST04030,Female,0,No,No,71,Yes,No,No,112.4,7978.55,Yes
CUST04031,Male,0,No,No,1,Yes,Yes,No,99.18,97.81,No
CUST04032,Male,1,Yes,No,41,Yes,No,DSL,30.27,1235.01,No
CUST04033,Male,1,No,No,27,Yes,No,DSL,97.69,2627.82,No
CUST04034,Female,0,Yes,Yes,28,Yes,No,No,104.4,2920.19,No
CUST04035,Male,0,Yes,No,68,Yes,Yes,Fiber optic,110.53,7509.01,No
CUST04036,Male,0,No,No,27,Yes,No,No,74.37,2006.42,No
CUST04037,Female,0,No,No,59,Yes,No,No,90.34,5336.74,No
CUST04038,Female,1,No,No,4,Yes,No,Fiber optic,96.22,377.18,No
CUST04039,Female,0,No,No,14,Yes,Yes,DSL,88.86,1235.88,Yes
CUST04040,Male,0,No,No,31,Yes,No,Fiber optic,84.68,2633.12,No
CUST04041,Female,0,No,Yes,51,Yes,Yes,Fiber optic,74.76,3817.66,No
CUST04042,Female,0,Yes,No,36,Yes,Yes,DSL,67.92,2436.18,Yes
CUST04043,Male,1,No,No,14,Yes,No,Fiber optic,119.61,1666.13,No
CUST04044,Female,0,Yes,No,40,Yes,No,No,53.76,2154.1,No
CUST04045,Male,0,Yes,No,3,Yes,No,DSL,28.83,83.9,No
CUST04046,Male,0,Yes,No,52,Yes,Yes,No,96.5,5022.48,No
CUST04047,Female,0,No,No,26,No,No,Fiber optic,41.38,1073.97,No
CUST04048,Female,0,No,Yes,20,Yes,No,No,73.27,1474.76,Yes
CUST04049,Female,0,No,No,59,Yes,No,DSL,29.58,1749.11,No
CUST04050,Female,0,No,Yes,63,Yes,Yes,DSL,81.93,5152.52,Yes
CUST04051,Female,0,Yes,Yes,70,Yes,No,DSL,114.4,8004.61,No
CUST04052,Female,0,No,No,46,Yes,No,DSL,92.27,4245.69,No
CUST04053,Male,0,No,Yes,53,Yes,No,DSL,41.45,2189.69,No
CUST04054,Male,0,No,No,30,Yes,No,No,117.11,3503.35,No
CUST04055,Female,0,No,No,16,Yes,No,Fiber optic,50.71,802.95,No
CUST04056,Male,0,No,No,49,Yes,Yes,No,63.66,3119.83,No
CUST04057,Female,0,No,No,6,Yes,No,Fiber optic,69.81,421.51,No
CUST04058,Male,0,No,No,27,Yes,No,DSL,119.07,3206.75,Yes
CUST04059,Male,0,Yes,No,9,Yes,No,Fiber optic,26.89,245.31,No
CUST04060,Male,1,No,No,26,Yes,No,No,89.67,2333.76,No
CUST04061,Female,0,Yes,Yes,12,Yes,No,Fiber optic,56.19,683.08,Yes
CUST04062,Male,0,Yes,No,65,Yes,No,DSL,27.83,1815.76,No
CUST04063,Female,0,No,No,59,Yes,No,No,113.5,6705.36,No
CUST04064,Male,0,Yes,No,42,Yes,No,DSL,78.99,3326.9,No
CUST04065,Male,0,No,No,68,Yes,No,Fiber optic,95.35,6482.62,No
CUST04066,Male,0,Yes,No,62,Yes,No,Fiber optic,44.04,2730.24,Yes
CUST04067,Male,0,Yes,No,69,Yes,No,DSL,96.15,6629.98,Yes
CUST04068,Male,0,Yes,No,64,Yes,No,DSL,102.85,6582.57,No
CUST04069,Female,0,Yes,No,66,Yes,No,No,63.08,4156.29,Yes
CUST04070,Female,0,No,Yes,53,Yes,No,No,77.2,4095.03,No
CUST04071,Male,0,Yes,No,35,Yes,No,Fiber optic,117.19,4092.15,No
CUST04072,Male,0,Yes,Yes,70,Yes,No,DSL,104.67,7321.61,No
CUST04073,Male,0,Yes,No,14,Yes,No,DSL,64.49,897.02,No
CUST04074,Male,1,Yes,No,17,Yes,Yes,DSL,86.46,1478.58,Yes
CUST04075,Female,0,No,Yes,3,Yes,No,Fiber optic,98.42,288.16,No
CUST04076,Male,0,Yes,No,10,Yes,Yes,DSL,22.43,232.12,No
CUST04077,Female,1,No,No,5,Yes,Yes,DSL,78.84,386.69,No
CUST04078,Male,0,No,No,50,Yes,No,Fiber optic,118.45,5925.51,No
CUST04079,Female,0,No,Yes,57,Yes,No,Fiber optic,114.72,6535.44,No
CUST04080,Male,0,No,No,59,Yes,Yes,No,103.24,6087.48,No
CUST04081,Male,1,Yes,No,17,Yes,No,Fiber optic,30.62,530.51,No
CUST04082,Female,1,Yes,No,66,Yes,No,Fiber optic,119.4,7874.92,No
CUST04083,Male,0,No,No,16,Yes,No,DSL,80.95,1289.25,No
CUST04084,Male,0,No,No,33,Yes,Yes,Fiber optic,42.29,1397.36,No
CUST04085,Male,0,No,No,29,Yes,No,Fiber optic,87.43,2540.29,No
CUST04086,Female,0,No,No,18,Yes,No,Fiber optic,105.65,1911.35,No
CUST04087,Male,0,Yes,Yes,8,Yes,No,Fiber optic,31.23,253.87,No
CUST04088,Male,0,Yes,Yes,39,No,No,Fiber optic,111.64,4355.2,No
CUST04089,Female,0,No,Yes,43,Yes,No,No,112.02,4815.04,Yes
CUST04090,Female,0,No,No,58,Yes,No,Fiber optic,21.35,1240.2,No
CUST04091,Female,0,Yes,No,24,Yes,No,Fiber optic,110.03,2642.74,Yes
CUST04092,Male,0,No,No,70,Yes,No,Fiber optic,114.68,8021.95,No
CUST04093,Male,0,Yes,No,52,No,No,DSL,23.77,1239.46,No
CUST04094,Male,1,Yes,No,47,Yes,No,Fiber optic,49.42,2316.83,Yes
CUST04095,Female,0,No,No,70,Yes,No,No,57.31,4011.5,Yes
CUST04096,Male,0,No,Yes,52,No,No,DSL,54.89,2849.48,No
CUST04097,Male,0,No,Yes,48,Yes,No,DSL,95.9,4599.46,No
CUST04098,Female,0,Yes,No,42,Yes,No,Fiber optic,55.81,2346.3,Yes
CUST04099,Female,1,Yes,No,18,Yes,No,DSL,115.66,2073.17,No
CUST04100,Female,0,No,No,65,Yes,No,Fiber optic,119.5,7757.74,No
CUST04101,Female,0,Yes,No,33,No,No,DSL,51.68,1698.05,No
CUST04102,Female,0,No,No,53,Yes,Yes,Fiber optic,70.88,3750.01,No
CUST04103,Male,0,No,No,0,Yes,No,Fiber optic,75.77,-6.04,Yes
CUST04104,Female,0,No,No,54,No,No,Fiber optic,77.94,4214.24,No
CUST04105,Male,0,Yes,Yes,14,Yes,Yes,DSL,57.42,802.82,No
CUST04106,Male,0,No,No,14,Yes,No,DSL,36.6,511.8,No
CUST04107,Female,0,Yes,No,22,Yes,No,DSL,25.46,563.01,No
CUST04108,Female,0,Yes,No,65,Yes,No,Fiber optic,30.63,1995.53,Yes
CUST04109,Female,1,Yes,Yes,45,No,No,DSL,110.13,4945.92,No
CUST04110,Male,0,Yes,No,8,Yes,No,Fiber optic,48.04,391.45,No
CUST04111,Female,1,No,No,65,Yes,No,Fiber optic,27.68,1808.97,No
CUST04112,Female,0,Yes,No,65,Yes,Yes,DSL,82.35,5345.19,No
CUST04113,Female,0,Yes,Yes,17,Yes,No,DSL,27.53,471.03,No
CUST04114,Female,0,No,Yes,16,Yes,Yes,DSL,27.01,422.21,No
CUST04115,Female,0,Yes,No,71,Yes,No,Fiber optic,82.16,5824.34,No
CUST04116,Male,0,No,No,33,Yes,No,DSL,79.14,2607.32,No
CUST04117,Male,0,Yes,Yes,68,Yes,No,DSL,24.15,1649.13,Yes
CUST04118,Male,0,Yes,No,63,Yes,No,DSL,66.05,4164.2,No
CUST04119,Female,0,No,Yes,43,Yes,No,No,63.58,2732.86,No
CUST04120,Female,0,Yes,No,28,Yes,No,Fiber optic,74.67,2089.53,No
CUST04121,Female,0,No,No,61,Yes,No,No,93.78,5719.9,No
CUST04122,Male,0,Yes,No,15,Yes,No,DSL,48.28,720.42,Yes
CUST04123,Female,0,Yes,No,51,No,No,DSL,63.28,3234.83,No
CUST04124,Female,0,Yes,No,1,Yes,No,DSL,99.27,100.63,No
CUST04125,Female,0,Yes,No,60,Yes,Yes,No,112.26,6735.28,No
CUST04126,Male,0,Yes,No,3,Yes,No,DSL,109.13,326.69,No
CUST04127,Female,0,No,No,51,No,No,Fiber optic,67.76,3464.48,Yes
CUST04128,Male,0,Yes,No,40,Yes,No,DSL,72.09,2888.07,No
CUST04129,Female,0,Yes,No,51,Yes,Yes,Fiber optic,72.91,3711.31,No
CUST04130,Male,0,Yes,Yes,30,Yes,No,DSL,106.87,3204.84,No
CUST04131,Male,0,No,Yes,25,Yes,No,Fiber optic,103.99,2595.52,No
CUST04132,Male,0,No,No,26,Yes,No,No,51.15,1339.64,No
CUST04133,Female,0,No,No,50,Yes,No,Fiber optic,36.28,1812.31,No
CUST04134,Female,0,No,Yes,47,Yes,No,Fiber optic,57.9,2712.66,Yes
CUST04135,Male,0,Yes,No,10,Yes,No,Fiber optic,48.84,486.62,No
CUST04136,Male,0,Yes,No,7,Yes,No,No,115.08,801.99,Yes
CUST04137,Female,1,No,No,11,Yes,No,DSL,46.59,514.48,No
CUST04138,Female,0,No,Yes,44,Yes,No,DSL,38.12,1671.8,No
CUST04139,Male,0,Yes,No,33,Yes,No,Fiber optic,109.95,3619.07,No
CUST04140,Female,0,Yes,No,71,Yes,No,Fiber optic,28.65,2026.07,No
CUST04141,Female,0,No,No,46,No,No,No,46.03,2113.04,No
CUST04142,Female,0,No,Yes,20,Yes,No,Fiber optic,63.91,1275.17,Yes
CUST04143,Female,0,Yes,No,40,Yes,No,Fiber optic,79.51,3187.09,Yes
CUST04144,Male,1,No,No,21,Yes,Yes,DSL,52.77,1103.57,Yes
CUST04145,Female,0,Yes,No,20,Yes,No,Fiber optic,69.62,1383.03,No
CUST04146,Female,0,Yes,No,27,Yes,No,Fiber optic,39.88,1082.37,No
CUST04147,Male,1,Yes,No,66,Yes,No,Fiber optic,77.43,5117.76,Yes
CUST04148,Male,1,Yes,No,70,Yes,No,DSL,60.78,4254.45,No
CUST04149,Female,0,Yes,Yes,13,Yes,No,No,104.93,1359.79,No
CUST04150,Female,1,No,No,51,Yes,No,DSL,61.57,3145.51,No
CUST04151,Female,0,Yes,Yes,42,Yes,No,DSL,64.38,2694.14,No
CUST04152,Female,1,No,Yes,70,Yes,No,No,79.22,5553.88,No
CUST04153,Male,0,Yes,No,18,Yes,No,Fiber optic,32.32,589.07,No
CUST04154,Male,0,Yes,No,26,Yes,No,Fiber optic,35.68,928.58,No
CUST04155,Male,0,No,No,17,Yes,No,No,99.02,1678.89,No
CUST04156,Female,0,No,No,12,Yes,No,DSL,47.34,558.74,Yes
CUST04157,Female,0,No,No,0,Yes,Yes,DSL,88.47,10.0,No
CUST04158,Female,0,No,Yes,33,Yes,No,Fiber optic,29.74,986.66,Yes
CUST04159,Female,0,Yes,Yes,12,Yes,No,DSL,102.18,1222.93,No
CUST04160,Male,0,Yes,Yes,50,Yes,No,No,118.82,5931.39,No
CUST04161,Male,0,No,No,0,Yes,No,No,57.37,2.79,No
CUST04162,Female,0,No,Yes,27,Yes,No,DSL,70.55,1914.59,No
CUST04163,Male,0,No,No,31,Yes,No,No,64.27,1996.51,Yes
CUST04164,Female,0,No,No,71,Yes,No,DSL,109.42,7760.49,Yes
CUST04165,Female,1,No,Yes,54,Yes,No,Fiber optic,20.99,1131.51,Yes
CUST04166,Male,0,Yes,Yes,25,Yes,No,No,85.35,2125.93,No
CUST04167,Female,0,No,No,13,Yes,No,No,85.24,1116.36,No
CUST04168,Female,0,No,No,67,Yes,No,DSL,58.24,3898.69,No
CUST04169,Male,0,No,No,62,Yes,No,DSL,41.93,2604.33,Yes
CUST04170,Female,0,Yes,No,13,Yes,Yes,DSL,43.97,563.3,No
CUST04171,Female,0,Yes,No,26,Yes,No,Fiber optic,100.05,2593.87,No
CUST04172,Male,0,Yes,No,40,Yes,No,Fiber optic,26.61,1067.99,No
CUST04173,Female,0,Yes,No,2,Yes,Yes,DSL,76.38,159.63,No
CUST04174,Male,0,No,No,58,Yes,No,Fiber optic,50.68,2933.47,No
CUST04175,Female,0,Yes,No,22,Yes,Yes,No,46.52,1021.81,No
CUST04176,Male,1,Yes,No,17,Yes,No,Fiber optic,70.57,1202.08,Yes
CUST04177,Male,0,Yes,No,40,Yes,No,DSL,109.79,4397.53,No
CUST04178,Male,0,No,No,7,Yes,No,No,81.81,575.23,No
CUST04179,Female,0,No,Yes,31,Yes,Yes,DSL,98.86,3056.57,No
CUST04180,Male,0,Yes,No,40,No,No,Fiber optic,80.07,3203.66,No
CUST04181,Male,0,Yes,No,44,Yes,Yes,DSL,89.77,3957.57,No
CUST04182,Male,0,Yes,No,8,Yes,No,Fiber optic,63.24,513.28,No
CUST04183,Male,1,No,Yes,47,Yes,No,Fiber optic,112.6,5293.9,Yes
CUST04184,Male,0,Yes,No,23,Yes,No,Fiber optic,70.19,1624.28,No
CUST04185,Female,0,No,Yes,43,Yes,Yes,Fiber optic,75.18,3224.84,No
CUST04186,Female,0,Yes,Yes,57,Yes,Yes,DSL,72.5,4132.07,No
CUST04187,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,51.62,3360.8,No
CUST04188,Female,0,No,No,17,No,No,Fiber optic,43.12,725.86,No
CUST04189,Female,0,Yes,No,28,Yes,No,DSL,27.38,776.09,No
CUST04190,Female,0,No,No,1,Yes,No,No,91.82,88.9,No
CUST04191,Female,0,Yes,No,67,Yes,No,No,48.93,3275.31,No
CUST04192,Male,0,No,No,38,Yes,No,No,58.92,2233.22,No
CUST04193,Female,0,No,No,40,Yes,No,Fiber optic,111.99,4475.36,No
CUST04194,Male,0,No,Yes,70,Yes,No,DSL,76.64,5366.35,Yes
CUST04195,Male,0,Yes,No,21,Yes,No,Fiber optic,29.71,622.5,No
CUST04196,Female,0,Yes,No,48,No,No,No,99.96,4791.95,No
CUST04197,Male,0,Yes,No,27,Yes,No,DSL,45.61,1237.65,Yes
CUST04198,Male,0,No,No,15,Yes,No,Fiber optic,75.27,1120.29,No
CUST04199,Male,0,No,No,67,Yes,No,DSL,71.0,4763.69,No
CUST04200,Male,0,Yes,Yes,61,Yes,No,DSL,43.81,2667.91,Yes
CUST04201,Female,0,Yes,No,35,Yes,No,DSL,31.58,1105.22,Yes
CUST04202,Female,0,Yes,Yes,21,Yes,No,No,41.13,861.35,No
CUST04203,Female,0,Yes,Yes,10,Yes,No,Fiber optic,29.73,298.71,No
CUST04204,Female,0,Yes,No,41,Yes,Yes,DSL,47.56,1955.88,Yes
CUST04205,Female,0,Yes,No,54,Yes,Yes,Fiber optic,119.73,6475.21,No
CUST04206,Female,0,No,Yes,34,Yes,No,DSL,60.21,2043.26,No
CUST04207,Female,1,No,No,56,Yes,No,Fiber optic,106.39,5958.92,No
CUST04208,Female,0,No,No,33,Yes,No,No,74.92,2471.68,No
CUST04209,Female,0,Yes,No,69,Yes,No,Fiber optic,86.66,5989.52,No
CUST04210,Female,1,No,No,3,Yes,No,Fiber optic,35.63,113.07,No
CUST04211,Male,0,No,No,45,Yes,No,Fiber optic,47.48,2134.54,No
CUST04212,Female,0,Yes,No,10,Yes,Yes,Fiber optic,71.04,709.94,No
CUST04213,Male,0,No,No,60,Yes,No,Fiber optic,108.11,6481.52,Yes
CUST04214,Male,0,Yes,No,34,Yes,No,No,24.29,830.96,No
CUST04215,Male,1,Yes,No,68,Yes,No,Fiber optic,70.69,4813.82,No
CUST04216,Male,0,Yes,No,56,Yes,No,No,25.1,1414.9,No
CUST04217,Female,0,Yes,Yes,10,Yes,No,No,65.68,658.12,No
CUST04218,Male,0,No,Yes,11,Yes,No,Fiber optic,82.89,915.2,No
CUST04219,Female,0,Yes,Yes,42,Yes,Yes,No,94.47,3966.66,Yes
CUST04220,Female,0,Yes,No,18,Yes,No,DSL,33.85,611.48,No
CUST04221,Male,0,Yes,No,67,Yes,Yes,Fiber optic,36.66,2453.19,No
CUST04222,Female,0,No,No,58,Yes,No,Fiber optic,67.01,3891.33,No
CUST04223,Male,0,Yes,No,1,Yes,No,Fiber optic,119.8,110.25,No
CUST04224,Male,0,No,No,7,Yes,No,No,55.6,379.77,No
CUST04225,Female,0,No,No,21,Yes,No,DSL,62.75,1322.07,No
CUST04226,Female,0,Yes,No,20,Yes,No,DSL,63.24,1273.41,Yes
CUST04227,Male,0,Yes,Yes,28,Yes,No,No,28.07,788.6,No
CUST04228,Female,0,No,Yes,36,No,No,DSL,97.42,3511.65,Yes
CUST04229,Female,1,Yes,No,28,Yes,No,DSL,45.31,1275.16,No
CUST04230,Female,0,Yes,No,36,Yes,No,DSL,90.37,3250.55,No
CUST04231,Male,0,No,No,20,Yes,No,Fiber optic,67.51,1342.36,Yes
CUST04232,Male,0,Yes,Yes,11,Yes,No,Fiber optic,81.18,901.64,No
CUST04233,Female,1,Yes,Yes,47,Yes,No,No,25.4,1202.57,No
CUST04234,Female,0,Yes,No,46,Yes,No,DSL,109.0,5012.84,No
CUST04235,Female,0,Yes,No,14,Yes,No,No,44.39,615.8,Yes
CUST04236,Female,0,No,No,66,Yes,No,DSL,87.01,5750.51,No
CUST04237,Female,1,No,No,12,Yes,No,DSL,99.8,1201.77,No
CUST04238,Male,0,No,No,58,Yes,Yes,Fiber optic,74.0,4282.16,No
CUST04239,Female,0,No,No,12,Yes,No,DSL,53.73,636.91,No
CUST04240,Male,1,Yes,No,71,Yes,No,DSL,117.79,8372.75,Yes
CUST04241,Female,0,Yes,No,18,Yes,No,DSL,47.84,851.88,No
CUST04242,Male,0,Yes,No,56,Yes,No,DSL,114.87,6428.37,No
CUST04243,Female,0,Yes,No,31,Yes,Yes,No,35.62,1105.19,No
CUST04244,Male,1,No,No,20,Yes,Yes,DSL,58.92,1172.09,No
CUST04245,Female,0,No,Yes,13,Yes,No,No,33.85,434.69,No
CUST04246,Male,1,Yes,No,23,Yes,No,No,20.22,462.12,No
CUST04247,Male,0,Yes,No,48,Yes,No,DSL,46.03,2204.83,No
CUST04248,Male,0,Yes,Yes,31,Yes,No,Fiber optic,28.72,896.39,No
CUST04249,Male,1,Yes,No,10,Yes,No,Fiber optic,118.63,1186.31,Yes
CUST04250,Male,0,Yes,Yes,59,Yes,Yes,No,96.17,5669.6,Yes
CUST04251,Male,0,No,No,67,Yes,No,No,20.37,1361.05,No
CUST04252,Female,0,No,No,60,Yes,No,Fiber optic,42.36,2532.4,No
CUST04253,Male,0,No,Yes,4,Yes,No,DSL,87.01,339.03,No
CUST04254,Female,0,Yes,No,35,Yes,No,Fiber optic,59.86,2099.46,Yes
CUST04255,Female,0,Yes,No,63,Yes,Yes,No,103.18,6492.6,Yes
CUST04256,Female,0,No,No,31,Yes,No,Fiber optic,70.49,2184.71,No
CUST04257,Female,0,No,No,70,Yes,No,No,85.37,5982.75,Yes
CUST04258,Female,0,No,No,65,Yes,No,Fiber optic,79.7,5177.87,No
CUST04259,Male,1,No,No,9,Yes,No,DSL,83.82,751.3,Yes
CUST04260,Male,0,No,No,20,Yes,No,No,43.01,867.66,No
CUST04261,Male,0,No,Yes,39,Yes,No,No,57.33,2243.17,No
CUST04262,Female,0,Yes,No,41,Yes,Yes,DSL,25.06,1035.06,No
CUST04263,Male,0,No,Yes,71,No,No,DSL,78.76,5593.4,No
